Polarity,Text
Pos,عالخط رساوة و راحه اريح و أرسى من الهايلوكس، وعزل لا بأس به صراحه.
Neg,السوزوكي الجمني ما انصح فيه لان قطعه غالية واغلبها ما يحصلها الا بطلعة الروح.
Neg,قلبته بالنفود خطيرة لانه ما يوقف.
Neg,الشروكي كان من ضمن الخيارات بس استبعدته لان خراباته كثير.
Neg,السلبيات سيارة مخوفة!!! دايم تخبط، و الناس تشكي من مكاينها.
Neg,تقطيع و رجفة بالمكينة ماكسيما.
Neg,نمر القير قصيرة مره ولها صوت حنه يزعج.
Pos,الددسن معنا 2009 ياباني فعلا كفو كرف و جوده و عزم و عزل و شغل محترم.
Pos,الددسن بالنسبة لي افضل بيك أب شكل جميل كلاسيكي و ما تقلب بسرعة زي الهايلوكس و اقتصادية بالبنزين و ما فيها تعقيد و خرابيط و الكترونيات زايدة بالنهاية هذي بيك أب .
Neg,البساتم صارت تضرب في بعضها لعدم وجود زيت.
Neg,عيبها الصوت مزعج مره و قاسية مره.
Pos,الددسن سعرها زين عند البيع، لأن سعرها رخيص اصلا و هي جديدة.
Mix,تصلح حقت تحميل و تنزيل و اقتصادية بالبنزين حتى في الخرابات قليلة و تصليحها ما يكلف و بنفس الوقت سهل جدا ومره صبورة لابعد درجة و سواقتها ممتعة جدا بس راحه ما فيه و مزعج صوت المكينة هذا اللي فيها.
Pos,الراحه لصالح الاكسبيدشن.
Neg,التاهو القصير مطبه قاسي.
Pos,الاكسبدشن عزمه أحلى و المراتب الاخيره أوسع و اذا صفطتها تصفط خط واحد مع اللي قدام.
Pos,الاكسبديشن اريح بحكم نظام التعليق الخلفي مقصات مستقله.
Neg,التاهو خصوصا القصير قاسي شوي لأنه دفرنس كامل.
Neg,عيب الاكسبديشن مساعدته الأصلية قاسية و تتفقع بسرعة.
Pos,من أجمل مميزاته مراتبه اذا نزلتها تكون مسطحة.
Pos,النفارا كل المميزات الراحه و الرساوة و الى اخره موجوده فيها.
Mix,الهايلوكس ممتازة بس فيها نقز شوي.
Neg,الله يستر من الصناعات الجايه و الله كل ما نزلت سيارة لازم فيها عيب مصنعي من 2006 و فوق الظاهر كل يوم على الورشة.
Neg,المشكلة في ازرار الدركسون توقفت عن الاستجابة.
Neg,استبعدت المازدا بحكم ان الوكيل يبعد عني أكثر من 200 كيلو.
Pos,رخص قطع الغيار من صالح التاهو.
Pos,انصحك تجرب بنفسك وتقتنع. انا كنت اعتبرها فاشلة لكن بعد ما اخذت تجربة قياده عند بترومين اعدت النظر بموتري اللي هو يعتبر من افضل مواتر الدفع الامامي 6 سلندر راحه و فخامة و رساوة.
Neg,المشكلة اذا خليتها فوق ال 12 ساعة طافيه و اشغلها الصبح تقطع و تنتفض بقوة و تطفي و اذا دعست بنزين تطفي. غيرت البواجي و بوابة الهواء كامله و نظفت البخاخات و غيرت فلتر الهواء و غيرت صفايه البنزين و المشكلة ما زالت مستمره تقطيع.
Neg,تطلع ريحة كربون خايسة من الشكمان.
Neg,الماء في الرديتر يصير فيه نقص بسيط كل فتره تزيده و لا تدري وين تروح الموية و الرديتر سليم.
Mix,المازدا حلوة بس قطعها نار.
Mix,الالتيما حلوة صراحه لكن السعر مبالغ فيه شوي.
Pos,عملية و أحسن ما اخترت.
Pos,الموتر خدوم جدا و أحسن ما فيه عزله ما شاء الله.
Pos,الى الان الحمد لله ما واجهت اي مشكلة.
Neg,المساحة الامامية ضيقة اشوي.
Neg,اي سيارة قيرها سرعة وحدة ما تستاهل ريال.
Mix,القير جيد و لكن يحتاج إلى صيانة و الى استخدام هادي. و الرجل الحارة ما يصلح لها.
Neg,قطع غيار البودي غالية و ما تتوفر إلا بالوكالة.
Mix,تصرف بنزين وسط البلد شوي لكن بالخط ممتازة.
Neg,الامريكي ما يحتاج على الخطوط و الراحه فيه عال العال.
Neg,فيه شوي تعقيد في بعض الاصلاحات مثل البواجي لازم تفك الثلاجة و المساعدات و بعض الأشياء.
Neg,الرؤية فيه دمار و الداخلية تصميمها سيء و ضيقة و عيب فيها لاحظته رحت لمحل هدروليك شفت دودة تورس مفكوكة يقولي لحقتها موية و خربت لانها كهرب و الدينمو راكب في الدودة تحت و احترق و قيمتها مبلغ جامد.
Pos,بأمانة السيارة ما طلبت مني شي غير بطارية وكفرات.
Pos,المازدا 6 الفل كامل فيها مواصفات و لا تحلم فيها شركة هيونداي بكبرها.
Neg,مع اثنين من اقاربي عانوا فيها من خرابات مثل دواسة البنزين و السيارة تطفي و مشكلة في الجلنط انكسر و الثاني المكينة فيها مشكلة و أسعار قطع الغيار غالية جدا.
Pos,افالون امريكي حيكون افضل كعزم و كراحه و كوسع و قطع غيار و كل شي.
Pos,موصفات السلامة و العزم و العزل و الرساوة و المكيف لصالح المازدا.
Pos,محدثك معه تورس 2013 السيارة عملية و لا تطلب شي.
Neg,قطع الغيار غالية و طرمبة الموية لو تخرب غير تطلع مكينة السيارة بكبرها و مساحتها الامامية ضيقة.
Pos,تبي سيارة تريحك حق عشر سنوات قدام و لا تخبط المكينة و لا القير و طلباتها بس زيت مكينة وقير واقمشه وبنزين خذ لك اكورد.
Pos,السيارة خدومة ما يحتاج و صرفيتها تصرف لكن مو ذاك الشي.
Neg,الكوري ما يكمل معاك ست سبع سنوات مهما كنت محافظ عليه الا و ضربت المكينة او انعطب القير و مر اغلب الورش و تأكد من المعلومة هذه.
Pos,المساحة من الداخل أشوفها ممتازة.
Neg,صحيح بعض القطع الخارجية غالية.
Pos,الموتر بأمانة معي و عملي.
Pos,السيارة معي من 2015 و الحمد لله عملية لأخر درجة و مريحتني على الأخر.
Neg,التورس فعلا لما ترجع ريوس فيها مشكلة.
Neg,صرفية البانزين فعلا تصرف.
Mix,انا معي صني 2016 ماخذها اصفار مشت معي الى الحين 98 الف كيلو و لا تشتكي من شي و لله الحمد الا بالعزم احس عزمها ضعف شوي.
Neg,الصني مشكلتها سعرها يطيح للأسف.
Pos,سيارتك اقتصادية من كل ناحية و حنا مقبلين على زيادة بالوقود و المثل يقول امسك جنيك لا يجيك اجن منه.
Neg,ادفع 170 على علامة كيا كثير و مبالغ فيها.
Pos,السيارات اليابانية هي اللي تكرف و تتحمل.
Neg,السيارات الكورية تعبانة و جودتها مش حالك.
Pos,كيا قطع غيارها رخيصة و صياناتها سهلة و رخيصة.
Neg,الالماني اللي كلنا نعرف صيانته و قطعه نار.
Pos,عن نفسي باخذها و انا مغمض موتر فيه احدث المواصفات و شكله جميل و لا بأس بقوة محركه و توين تيربو و قطعه رخيصة و ب 170 يستاهلها و الله.
Pos,الكورية أثبتت جودتها رغم بعض السلبيات فيها و لكن لا بأس.
Neg,صناعة تايلاندية التماسك و البدي ضعيف.
Pos,المازدا ياباني اصلي تصنيع و تركيب.
Neg,غير منتشرة بوقتها و انقطع تصديرها عندنا لضعف المبيعات.
Neg,عندي افالون 2006 تنقص زيت نص علبة كل الف كيلو و تطلع دخان اسود اذا ضغطت لها و هي واقفه ايش الحل و السبب.
Neg,عندي مشكلة في الكامري توها طالعة اذا جيت أشغل السيارة و دقيت سلف يرتفع عداد الضغط لين بعد 2 و يرجع على طول على الواحد يعني تشتغل بحنه.
Pos,شكل الجنسيس بطل و رائع.
Pos,المازدا 9 سماعات bose و مكينة سكاي اكتف و جير سكاي اكتف حتى هذي تعتبر من ميزات المازدا.
Neg,الريموت الثاني ما يشتغل ما أدري وش سالفته يستعبط و لا شنو اسبوع مرات يشتغل و اسبوع ما يشتغل جنني و الله.
Neg,مو راضيه تشتغل السيارة عن بعد.
Neg,صوت صرصرة مع دعسة البنزين.
Neg,هي جت على هربدة و أصوات ديكور المكينة بكبرها ترج.
Pos,مدخل تورس بالمقارنه حرام عليك افضل منهم بكثير في العزل و الرساوة و الراحه و يكفيك 6 سلندر بعكس البقيه خذه و انت مغمض.
