Text,Polarity
العقار في نزول لا ريب و هذا واقع لا بد منه.,Pos
واقع عقار المدينة و بالارقام نزول قوي للأمانة.,Pos
جميع الأعمال تحت إشراف هندسي و بما يرضي الله و بناء شخصي.,Pos
الحديد المستخدم حديد سابك و الصبات خرسانة جاهزة من الشركات المعتمدة و البلك الخارجي للفلل معزول و العمالة مهنية و محترفين.,Pos
فعلا نزل الحديد و الخرسانة.,Pos
كان الكاتب عسكر الميموني قد فتح النار عبر تصاريح إعلامية سابقة على برامج وزارة الإسكان الأخيرة و كذلك قروض البنوك ‏متهما العقاريين بأنهم هم من قاموا برفع الأسعار إلى الأضعاف بجانب بنائهم لعقارات و فيلات غير مؤهلة للسكن.,Neg
يقومون بغش العقارات و ما ينتج عنها من أضرار وخيمة لأبناء الوطن و للمواطنين.,Neg
الأسعار في بعض الأحياء في صعود.,Neg
النزول بدأ و سوف يستمر و بعد رمضان ضرب الرخوم.,Pos
"الدورة الإقتصادية في بداياتها و سوف ينهار العقـار كما إنهار سوق الأسهم 2006, و من يفهم في الإقتصاد يعلم ما هي الدورة الإقتصادية, و سوف تأخذ منحناها شاء من شاء و أبى من أبى.",Pos
إرتفاع الإيجارات بشكل خرافي.,Neg
الشئ الواضح للعيان أن العقار بدأ يدحدر بدون رجعة.,Pos
العقار مدحدر بشكل عجيب.,Pos
الإسكان جالسة توزع منتجات و منها القروض و كل القروض فقط لشراء الشقق أو الفلل.,Pos
فلل الكراتين و شقق البسكويت ذات الجودة و الشغل السئ جدا.,Neg
"لاحظت الفترة الاخيرة ردود بعض ملاك العقار, الردود فقط برهنت لي بشكل قاطع نزول العقار.",Pos
دفع الناس لشراء بضاعة كاسدة لا تستحق نصف سعرها عن طريق تسهيل إعطاءهم قروض و تحميلهم ديون لسنوات طويلة و بفوائد عالية.,Neg
هي جريمة منظمة في حق شعب كامل لإنقاذ حفنة قليلة متورطة. هل تعلم أن البنوك نفسها متورطة في إقراض أصحاب الكراتين و هم متعثرين في التسديد.,Neg
هذه آخر أطواق النجاة لإنقاذ أصحاب الكراتين و التراب فلا تكن الضحية. أنت تشتري بضاعة كاسدة بأسعار متضخمة جدا عن طريق دين.,Neg
هذا البرنامج المسمى لتمويل المدعوم  ليس في مصلحة أو لخدمة المواطن. أكثر من فرح به هم العقاريين المتورطين.,Neg
الهدف الأول من ما يسمى التمويل المدعوم تصريف الفلل الكرتونية في ظل الكساد التام في السوق.,Neg
فيه فلل تم بناءها شغل سلق بيض.,Neg
أسباب الهبوط طبيعية جدا و التي ما زالت في بدايتها بعد الإرتفاعات الجنونية في سنوات قليلة بدون مبرر كانت نتيجة السيولة الضخمة في السوق بسبب إرتفاع البترول.,Mix
وزارة الإسكان بوزيرها الحالي جزء من المشكلة و لا علاقة لها بالحل. أصبحت هذه الوزارة في عهد وزيرها الحالي اشبه بشركة تسويق لعقارات أهل التراب.,Neg
تكدس الفلل و الوحدات السكنية و الأراضي بدون شراء نتيجة إرتفاع أسعارها بشكل غير طبيعي في ظل جفاف مستمر للسيولة.,Neg
شح السيولة تجعل خطط وزير الإسكان في مهب الريح.,Neg
فشل ذريع لجميع خطط وزير الإسكان و البنوك و مافيا العقار مجتمعة.,Neg
أغلب المطورين المزعومين كل شغلهم صيني من أسوأ المواد اللي موجودة في السوق سنة وحدة و تلاحظ الهبوط في الأرضيات و تسريب الماء و تشققات و المشكلة يطمعون في ربح لا يقل عن 100%. فلا تتورط بشراء بضاعة مضروبة بسعر خنفشاري.,Neg
اعتقد مهما حاول وزير الشقق و الفلل الكرتونية دفع ماتبقي من ناس للشراء سوف تنهار العقارات و خلال سنتين سوف تفقد نصف سعرها.,Mix
الغلاء الفاحش بسبب توقف البناء والتطوير.,Neg
اقسم بالله بأن العقار إلى الهاوية و إلى الهاوية السحيقة خلال السنتين المقبلة فقط.,Pos
التمويل المسمى الذكي كان طوق النجاة الأخير الذي رماه الحقيل و شركاه لإنقاذ أصحاب الكراتين و التراب.,Neg
تتحمل وزارة الإسكان مسؤولية توريط 90% ممن رهنوا رواتبهم للبنوك خلال السنتين الماضية.,Neg
القادم هو إرتفاع الفائدة البنكية و هو الأخطر.,Neg
لا تتورط بشراء أصول عقارية لا تستحق نصف قيمتها.,Neg
الحين لو الراتب دبل و تربل ما قدر يشتري بيت بهالأسعار.,Neg
الحين 300 الف ما تقوم لك عظم البيت.,Neg
إرتفعت الأراضي في السابق إرتفاع مخالف جدا لإنخفاضات العملة نظرا لأن الأراضي تعتبر منتجات محلية و مسألة تطويرها أنه على حساب المالك لا يعني إرتفاعها بالوتيرة السابقة و ستنخفض حسب وجهة نظري و لكن إنخفاضها سيكون في حدود 30%.,Mix
المواد و الأجور المباشرة أيضا هي الأخرى إرتفعت.,Neg
الكثير منا يتحدث عن الفلل الصغيرة و الحديثة أنها فلل كرتونية و أن عيوبها كثيرة جدا على الرغم من صغر المساحة.,Neg
البناء الجديد حاليا أصبح مكلف أكثر من السابق نظرا لإستخدام المطورين لمواد مختلفة عن المواد المستخدمة في الوقت السابق.,Neg
أما البناء الحالي فيتطلب عمل سقف جبسي لكامل سقف المنزل و دورات المياه و المطابخ أجلكم الله يستخدم بها الجبس الفرنسي المضاد للرطوبة و هذا مكلف جدا.,Neg
في نظري أنها ستنخفض عن أسعار الأعوام القريبة الماضية و لكن ليس بالنزول المرجو.,Mix
نقلت لنا حقيقة إنهيار العقار كاملة و بالإثبات و بأرقام الإتصال. و الله إنك شنب.,Pos
النزول في المدينة المنورة تجاوز ال 50% خصوصا في الأراضي السكنية.,Pos
النزول مستمر و الركود سبب من أسباب النزول ما في أحد بيشتري و هو يعرف أن الأسعار بتنزل أكثر.,Pos
"اللي ناوي أرض للسكن يقتنص الفرصة, العقاريين وسط ذهول لا يوجد من يشتري أرض في الفترة الحالية و الأسعار في هبوط فعلا. و لكن إن كنت تنوي شراء أرض و ناسبك السعر لا تتردد.",Pos
الصبر طيب حتشوفون أسعار و لا فى الحلم حيصرفوا الكبار وي خلوا الصغار و الأيام حبلى حينزل زيه زي أي سلعة للبيع.,Pos
أنا أجيب حقائق عن نزول العقار.,Pos
"مدينة الرياض لم ينزل ريال واحد في العقار منذ ارتفاعه حتى الآن, بل أن بعض الأحياء ما زالت تواصل الإرتفاع, خاصة الأحياء المرموقة.",Neg
أحدهم أخبرني الأسبوع الماضي أن صاحب العقار رفع الإيجار عليهم.,Neg
